Filename,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
rude-43.txt,1,45,38.89,96.21,10.08,67.75,7.50,22.22,88.89,60.00,28.89,11.11,4.44,0.00,6.67,0.00,0.00,17.78,6.67,13.33,6.67,6.67,0.00,2.22,15.56,2.22,0.00,4.44,2.22,2.22,2.22,2.22,0.00,0.00,0.00,0.00,17.78,6.67,0.00,0.00,4.44,13.33,6.67,0.00,0.00,4.44,4.44,0.00,2.22,0.00,2.22,0.00,0.00,0.00,0.00,0.00,0.00,6.67,2.22,2.22,2.22,0.00,0.00,4.44,6.67,0.00,2.22,2.22,0.00,0.00,2.22,2.22,2.22,0.00,0.00,2.22,4.44,0.00,0.00,2.22,2.22,0.00,22.22,4.44,4.44,0.00,0.00,8.89,0.00,0.00,0.00,4.44,0.00,0.00
rude-45.txt,1,22,1.00,99.00,1.00,25.77,4.40,0.00,100.00,77.27,31.82,22.73,0.00,4.55,18.18,0.00,0.00,9.09,9.09,9.09,13.64,13.64,9.09,4.55,27.27,0.00,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.36,4.55,0.00,0.00,0.00,9.09,4.55,4.55,0.00,0.00,0.00,0.00,4.55,0.00,0.00,4.55,4.55,0.00,0.00,0.00,4.55,9.09,9.09,0.00,0.00,0.00,0.00,13.64,18.18,0.00,0.00,0.00,0.00,0.00,0.00,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.27,13.64,0.00,0.00,0.00,9.09,0.00,0.00,0.00,4.55,0.00,0.00
rude-46.txt,1,36,1.00,79.76,87.07,25.77,6.00,8.33,94.44,69.44,30.56,25.00,11.11,0.00,13.89,0.00,0.00,5.56,2.78,8.33,22.22,8.33,2.78,2.78,36.11,2.78,0.00,2.78,0.00,0.00,5.56,2.78,2.78,0.00,2.78,0.00,16.67,0.00,0.00,0.00,0.00,13.89,2.78,0.00,2.78,5.56,2.78,5.56,0.00,0.00,0.00,0.00,2.78,0.00,0.00,2.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,19.44,5.56,11.11,5.56,5.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.78,2.78,0.00,0.00,0.00,0.00,27.78,11.11,2.78,0.00,0.00,5.56,0.00,0.00,0.00,8.33,0.00,0.00
rude-51.txt,1,71,25.83,87.02,5.25,52.17,7.10,14.08,90.14,61.97,23.94,9.86,1.41,1.41,4.23,2.82,0.00,14.08,7.04,14.08,12.68,4.23,4.23,5.63,23.94,4.23,0.00,2.82,0.00,1.41,7.04,4.23,2.82,0.00,1.41,0.00,14.08,0.00,0.00,1.41,2.82,14.08,2.82,2.82,0.00,2.82,4.23,1.41,0.00,0.00,0.00,0.00,2.82,0.00,1.41,0.00,1.41,4.23,1.41,0.00,1.41,1.41,0.00,5.63,16.90,0.00,8.45,2.82,2.82,2.82,4.23,0.00,0.00,0.00,0.00,0.00,1.41,0.00,0.00,1.41,0.00,0.00,21.13,9.86,1.41,0.00,0.00,4.23,0.00,0.00,0.00,5.63,0.00,0.00
rude-53.txt,1,85,41.45,93.68,22.52,25.77,9.44,14.12,90.59,54.12,20.00,11.76,2.35,7.06,0.00,2.35,0.00,8.24,4.71,12.94,12.94,1.18,5.88,1.18,21.18,4.71,4.71,0.00,7.06,5.88,0.00,0.00,0.00,0.00,0.00,0.00,14.12,0.00,0.00,0.00,2.35,15.29,3.53,0.00,5.88,1.18,2.35,2.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.12,8.24,0.00,5.88,0.00,0.00,0.00,14.12,0.00,16.47,7.06,8.24,4.71,7.06,0.00,0.00,1.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.47,10.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.88,0.00,0.00
rude-54.txt,1,27,17.96,96.78,1.00,88.52,6.75,7.41,92.59,59.26,29.63,11.11,3.70,0.00,7.41,0.00,0.00,18.52,7.41,11.11,11.11,3.70,7.41,0.00,25.93,7.41,3.70,0.00,0.00,0.00,11.11,7.41,3.70,0.00,3.70,0.00,18.52,0.00,0.00,0.00,0.00,7.41,0.00,0.00,7.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.81,3.70,0.00,0.00,7.41,3.70,0.00,22.22,0.00,7.41,3.70,3.70,0.00,0.00,3.70,0.00,0.00,3.70,0.00,3.70,3.70,0.00,0.00,0.00,0.00,18.52,14.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.70,0.00,0.00
rude-55.txt,1,45,38.89,97.69,71.70,1.00,11.25,22.22,80.00,57.78,26.67,24.44,8.89,2.22,13.33,0.00,0.00,2.22,4.44,13.33,6.67,4.44,4.44,0.00,15.56,2.22,0.00,0.00,0.00,0.00,4.44,0.00,4.44,0.00,2.22,2.22,17.78,0.00,0.00,0.00,0.00,6.67,4.44,2.22,0.00,0.00,0.00,0.00,2.22,0.00,0.00,2.22,2.22,0.00,0.00,2.22,0.00,2.22,2.22,0.00,0.00,0.00,0.00,4.44,2.22,2.22,11.11,4.44,6.67,0.00,2.22,2.22,0.00,2.22,0.00,0.00,4.44,4.44,0.00,0.00,0.00,0.00,8.89,2.22,0.00,0.00,0.00,4.44,0.00,0.00,0.00,2.22,0.00,0.00
rude-56.txt,1,58,10.67,63.49,47.93,1.00,9.67,20.69,91.38,65.52,29.31,18.97,10.34,0.00,5.17,1.72,1.72,10.34,6.90,12.07,10.34,8.62,6.90,1.72,17.24,5.17,5.17,6.90,1.72,3.45,8.62,1.72,6.90,0.00,5.17,0.00,13.79,0.00,0.00,0.00,1.72,10.34,1.72,1.72,0.00,3.45,1.72,1.72,0.00,0.00,0.00,0.00,1.72,1.72,0.00,0.00,0.00,10.34,1.72,3.45,3.45,3.45,0.00,3.45,8.62,3.45,8.62,3.45,5.17,3.45,1.72,1.72,0.00,1.72,0.00,0.00,1.72,1.72,0.00,0.00,0.00,0.00,18.97,5.17,1.72,0.00,0.00,3.45,0.00,1.72,0.00,6.90,0.00,0.00
rude-57.txt,1,56,20.29,89.42,20.57,97.85,7.00,8.93,85.71,58.93,19.64,12.50,1.79,7.14,1.79,0.00,1.79,7.14,10.71,5.36,14.29,3.57,3.57,7.14,25.00,3.57,1.79,3.57,1.79,1.79,5.36,5.36,0.00,0.00,0.00,0.00,21.43,0.00,0.00,0.00,0.00,21.43,1.79,1.79,7.14,5.36,0.00,8.93,1.79,0.00,1.79,0.00,0.00,0.00,0.00,0.00,0.00,16.07,12.50,0.00,0.00,3.57,0.00,3.57,19.64,0.00,10.71,1.79,0.00,8.93,0.00,5.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.43,10.71,3.57,0.00,0.00,3.57,0.00,0.00,0.00,3.57,0.00,0.00
rude-58.txt,1,54,7.43,35.54,69.58,5.77,9.00,5.56,79.63,55.56,24.07,16.67,11.11,0.00,5.56,0.00,0.00,7.41,3.70,9.26,14.81,9.26,1.85,3.70,24.07,3.70,0.00,0.00,0.00,1.85,5.56,1.85,3.70,0.00,3.70,0.00,9.26,1.85,1.85,0.00,0.00,7.41,1.85,0.00,0.00,3.70,0.00,1.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.85,0.00,0.00,0.00,1.85,0.00,7.41,11.11,1.85,9.26,0.00,3.70,5.56,3.70,0.00,0.00,0.00,0.00,0.00,7.41,1.85,0.00,1.85,1.85,0.00,20.37,7.41,1.85,0.00,0.00,1.85,0.00,0.00,0.00,9.26,0.00,0.00
rude-59.txt,1,31,1.00,90.14,78.86,1.00,5.17,9.68,90.32,64.52,35.48,19.35,6.45,0.00,12.90,0.00,0.00,16.13,6.45,0.00,19.35,6.45,3.23,6.45,29.03,6.45,3.23,3.23,0.00,0.00,12.90,3.23,9.68,0.00,3.23,3.23,16.13,0.00,0.00,0.00,0.00,12.90,6.45,0.00,0.00,0.00,6.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.23,0.00,0.00,0.00,0.00,3.23,6.45,19.35,3.23,12.90,3.23,0.00,9.68,0.00,0.00,0.00,0.00,0.00,0.00,6.45,3.23,0.00,0.00,3.23,0.00,32.26,16.13,3.23,0.00,0.00,3.23,0.00,0.00,0.00,9.68,0.00,0.00
